ID;Name;Is Active;City Insee Code;Address;Zip Code;Siret;France Services Label;Nombre d'aidants;Nombre D'usagers Uniques;Nombre De Demarche Par Structure;Nombre Demarche Argent;Nombre Demarche Etranger;Nombre Demarche Famille;Nombre Demarche Justice;Nombre Demarche Loisirs;Nombre Demarche Papier;Nombre Demarche Social;Nombre Demarche Transport;Nombre Demarche Travail;Nombre Demarche Logement
784;Communauté de Communes du Pays Tarusate / Atelier multiservices informatique de Tartas;FALSE;40313;143 RUE JULES FERRY;40400;24 400 076 600 018;FALSE;1;2;4;4;;;;;;;;;
785;Communauté de Communes du Pays Tarusate / Atelier multiservice informatique de Pontonx;FALSE;40313;143 RUE JULES FERRY;40400;24 400 076 600 018;FALSE;1;2;14;;;;;;8;;6;;
786;LA PARENTHÈSE NUMÉRIQUE;TRUE;87187;6 avenue De LATTRE DE TASSIGNY;87500;21 871 870 800 017;FALSE;2;;;;;;;;;;;;
787;Centre Communal d'Action Sociale Brive;TRUE;19031;22 RUE BERLIOZ;19100;26 190 312 400 202;FALSE;13;;;;;;;;;;;;
788;COMMUNE DE SALLES D ANGLES;TRUE;16366;3 PL ANDRE HITIER;16130;21 160 359 200 018;FALSE;1;;;;;;;;;;;;
789;Résidences Autonomie;TRUE;19031;22 RUE BERLIOZ;19100;26 190 312 400 202;FALSE;8;;;;;;;;;;;;
790;MSA des Charentes;TRUE;17415;1 BD DE VLADIMIR;17100;52 022 158 100 017;FALSE;21;6;12;2;;;;;;4;;6;
791;CCAS LA TREMBLADE;TRUE;17452;37 RUE DE LA SEUDRE;17390;26 170 023 100 036;FALSE;1;;;;;;;;;;;;
792;Service Habitat Jeunes;TRUE;19031;32 rue Clément Ader;19100;26 190 312 400 202;FALSE;5;;;;;;;;;;;;
793;Mission Locale Jeunes des territoires de Mourenx, Oloron, Orthez;TRUE;64301;AV DE MONEIN;64150;45 021 586 800 057;FALSE;2;;;;;;;;;;;;
794;MAISON DES HABITANTS ESPACE FRANCE SERVICES;TRUE;16015;18 RUE SAINT VINCENT DE PAUL;16000;38 973 354 400 073;TRUE;2;4;13;;;;;;;;13;;
795;Médiation Sociale de Rue;TRUE;19031;11 rue Gabriel Malès;19100;26 190 312 400 202;FALSE;4;;;;;;;;;;;;
796;france services Ayen;TRUE;19030;41 place Louis Mareuse;19310;21 190 150 900 011;TRUE;1;;;;;;;;;;;;
798;Mairie de Quartier de Sainte Musse;TRUE;83137;"Maison des services Publics
1624 vieux chemin de Sainte-Musse";83000;21 830 137 200 015;FALSE;1;;;;;;;;;;;;
799;CCAS ROCHEFORT;TRUE;80262;29-31 RUE DOCTEUR PUJOS CS 80262;80262;26 170 009 000 010;FALSE;11;;;;;;;;;;;;
800;La Poste Marthon;TRUE;16093;10 place du pigeonnier;16380;35 600 000 062 292;FALSE;1;1;2;;;;;;;;2;;
801;UDAF de la Loire - Montbrison;TRUE;42147;12 Rue de la Préfecture;42600;77 639 896 800 060;FALSE;13;1;3;3;;;;;;;;;
802;UDAF de la Loire - Roanne;TRUE;42187;36 Rue Raoul Follereau;42300;77 639 896 800 060;FALSE;22;1;2;2;;;;;;;;;
803;UDAF de la Loire - Saint-Chamond;TRUE;42207;71 Grande Rue, Saint-Chamond;42400;77 639 896 800 060;FALSE;20;;;;;;;;;;;;
804;CCAS d'Aniche;TRUE;59008;5 Rue Henri Barbusse	59580 Aniche;59580;26 590 008 400 038;FALSE;4;7;22;;;10;;;4;6;4;2;2
805;Mairie de Plougrescant;TRUE;22218;PL DE LA MAIRIE;22820;21 220 218 800 018;FALSE;1;;;;;;;;;;;;
806;Centre Communal d'Action Sociale Plumergat;TRUE;56007;5 PL CASTIL;56400;26 560 078 300 012;FALSE;1;;;;;;;;;;;;
807;Centre Hospitalier spécialisé Plouguernevel;TRUE;22266;2 rte d eRostrenen;22110;40 094 447 600 029;FALSE;5;;;;;;;;;;;;
808;Centre Médico Psychologique spécialisé Pontivy;TRUE;56178;1 rue Joséphine;56300;40 094 447 600 029;FALSE;1;;;;;;;;;;;;
809;Hôpital de jour adulte Pontivy;TRUE;56178;7 rue des ajoncs;56300;40 094 447 600 029;FALSE;1;;;;;;;;;;;;
810;Centre Médico Psychologique de Loudéac;TRUE;22220;38 rue de Moncontour;22210;40 094 447 600 029;FALSE;0;;;;;;;;;;;;
811;Maison France Service Oulchy-le-Chatêau;TRUE;02662;17 Rue Potel	02210 OULCHY-LE-CHATEAU;02210;24 020 051 900 058;TRUE;3;3;6;;;;;;2;2;;2;
812;Maison France Service Saint-Simon;TRUE;02694;PL DU GENERAL DE GAULLE 02640 SAINT-SIMON;02640;21 020 668 600 011;TRUE;2;222;5 053;99;22;75;8;3;116;2 406;166;2 262;60
813;CENTRE SOCIAL ECLATE;TRUE;62758;6/8 RESIDENCE RENE DESCARTES;62280;39 231 384 700 023;FALSE;4;;;;;;;;;;;;
814;CCAS de Raismes;TRUE;59491;GRAND PLACE;59590;26 590 491 200 010;FALSE;7;6;20;4;;2;;;2;4;2;12;2
815;Réseau des MCD / FS;TRUE;60057;1 RUE DE CAMBRY;60000;22 600 001 600 403;FALSE;16;293;3 112;242;119;901;120;95;814;1 051;459;244;449
816;Communauté de Communes Pays de Mormal;TRUE;59481;18 RUE CHEVRAY;59530;20 004 332 100 013;FALSE;6;37;771;81;5;139;43;10;133;229;54;292;140
817;Centre Communal d'Action Sociale de  DENAIN;TRUE;59172;120 RUE VILLARS;59220;26 590 172 800 013;FALSE;4;;;;;;;;;;;;
818;Fédération de Paris de la Ligue de l'Enseignement;TRUE;75110;167 BD DE LA VILLETTE;75010;78 441 436 900 065;FALSE;5;1;2;;;;;;;2;;;
819;France Services La Ferté-sous-Jouarre;TRUE;77183;17 Rue de Reuil;77260;20 009 050 400 016;TRUE;3;589;6 377;605;139;284;76;58;183;1 744;376;3 057;442
820;Mairie de Gif sur Yvette;TRUE;91272;SQ DE LA MAIRIE;91190;21 910 272 000 014;FALSE;3;2;8;;;;;;2;7;;;
821;France Services Coulommiers;TRUE;77131;22 RUE DU PALAIS DE JUSTICE;77120;20 009 050 400 016;TRUE;5;60;267;5;;8;;;4;20;2;238;2
822;Maison France services;TRUE;92014;105 avenue du général Leclerc;92340;21 920 014 400 018;TRUE;1;;;;;;;;;;;;
823;CCAS DE BOIS-COLOMBES;TRUE;92009;15 RUE CHARLES DUFLOS;92270;21 920 009 400 015;FALSE;4;1;4;;;;;;4;;;;
824;CCAS de Melun;TRUE;77288;2 PASSAGE LEBARBIER;77000;26 770 097 900 011;FALSE;7;14;137;23;2;30;5;2;15;64;6;18;27
825;France Services du Pays de l'Ourcq;TRUE;77257;6 bis route de la Ferté sous Jouarre;77440;24 770 006 500 037;TRUE;3;6;73;10;8;17;3;3;9;24;7;18;13
826;FS mormoiron;TRUE;75115;9 RUE DU COLONEL PIERRE AVIA;75015;35 600 000 000 048;TRUE;0;;;;;;;;;;;;
828;CCAS de la ville de PUTEAUX;TRUE;92062;131 RUE DE LA REPUBLIQUE;92800;26 920 049 900 029;FALSE;2;;;;;;;;;;;;
829;Patrick JAEN;TRUE;69029;2 Rue Hélène Boucher BP 26;69500;32 692 287 900 027;FALSE;8;;;;;;;;;;;;
830;Mon assistant numérique - Pays de savoie;TRUE;73010;29 Imp des Coccinelles;73410;51 233 332 900 047;FALSE;1;;;;;;;;;;;;
831;France Services Haut-Chablais;TRUE;74271;Rte du Chef Lieu;74430;24 740 068 200 016;TRUE;3;47;698;109;;46;3;;64;59;12;544;11
832;France Services de Sumène Artense;TRUE;15111;4 rue du Docteur Basset;15210;24 150 105 500 016;TRUE;2;4;82;22;13;13;16;13;16;16;14;13;11
833;Chablais Inter Emploi;TRUE;74005;25 Rte de Tully 74200 Thonon-les-Bains;74200;34 516 502 100 055;FALSE;2;;;;;;;;;;;;
834;France Services de Murat;TRUE;15138;4 Rue du Faubourg Nôtre-dame 15300 Murat;15300;20 006 663 700 014;TRUE;1;;;;;;;;;;;;
835;CCAS de Saint Genis Laval;TRUE;69204;106 AV CLEMENCEAU;69230;21 690 204 900 016;FALSE;5;;;;;;;;;;;;
836;MJC L'ARBRESLE;TRUE;69010;4 RUE DU DOC MICHEL;69210;77 965 632 100 048;FALSE;3;;;;;;;;;;;;
837;Médiathèque de Marcy l'Etoile;TRUE;69127;63 PL DE LA MAIRIE;69280;21 690 127 200 015;FALSE;2;;;;;;;;;;;;
838;Association CYPIEE;TRUE;38304;20 route Napoléon;38119;44 784 392 100 019;FALSE;3;8;52;;8;;;;5;4;12;27;
840;EPI'LO;TRUE;26166;GRANDE RUE;26270;21 260 166 000 013;FALSE;1;;;;;;;;;;;;
841;centre Béraudier;TRUE;38563;6 avenue jules ravat;38500;21 380 563 300 012;FALSE;2;7;46;;;12;;;2;9;12;6;13
842;CCAS de Claix;TRUE;38111;4 allée du 18 juin 40;38640;26 380 112 800 012;FALSE;4;;;;;;;;;;;;
843;ACCUEIL DE L'HOTEL DE VILLE;TRUE;59017;PL DU GENERAL DE GAULLE;59280;21 590 017 600 011;FALSE;5;13;84;6;;2;;;6;;54;12;6
845;CCAS de NOEUX-LES-MINES;TRUE;62617;10 RUE D'HINGETTES;62290;26 620 617 600 015;FALSE;5;;;;;;;;;;;;
846;CCAS MONTATAIRE;TRUE;60414;2 PL AUGUSTE GENIE;60160;26 600 414 200 011;FALSE;6;;;;;;;;;;;;
847;BUREAU DE POSTE - FRANCE SERVICES CONDAT;TRUE;57490;5566 LE BOURG;5566;35 600 000 057 635;TRUE;2;4;10;2;;;;;;;4;4;
848;FRANCE SERVICES RUYNES-EN-MARGERIDE;TRUE;15168;place du 10 juin 1944;15320;20 006 666 000 016;TRUE;2;;;;;;;;;;;;
849;France Services Chaudes-Aigues;TRUE;15187;ZA DU ROZIER COREN;15100;20 006 666 000 016;TRUE;2;;;;;;;;;;;;
850;France Services Pierrefort;TRUE;15187;ZA DU ROZIER COREN;15100;20 006 666 000 016;TRUE;3;;;;;;;;;;;;
851;CCAS de Valence;TRUE;26362;7 AV DE VERDUN;26000;26 261 007 400 060;FALSE;2;;;;;;;;;;;;
852;Maison des Services au Public;TRUE;38130;24 Avenue Jongkind;38260;20 005 939 200 015;FALSE;1;;;;;;;;;;;;
853;FRANCE SERVICES MATHEYSINE;TRUE;38269;17 Avenue Docteur Tagnard;38350;26 380 052 600 018;TRUE;5;2;4;;;;;;;2;;2;
854;Porte-plume écrivai;TRUE;57490;902 CHE DE MALARIAS;7400;89 098 863 700 017;FALSE;1;19;165;5;11;29;;;47;31;4;68;11
855;AAS - Cyberbase de Saint-Laurent-Blangy;TRUE;62764;2 rue des Cévennes;62223;43 929 281 400 019;FALSE;2;2;4;4;;;;;;;;;
856;SCAS de Saint Pol sur Mer;TRUE;59183;148 RUE DE LA REPUBLIQUE;59430;26 590 540 600 012;FALSE;7;2;4;;;;;;2;2;;;
857;Association Développement Social Urbain de Boulogne sur Mer (D.S.U.);TRUE;62160;4 ALL BOIELDIEU;62200;37 766 894 200 024;FALSE;6;;;;;;;;;;;;
858;Maison France Services de Saugues (43);TRUE;43234;La Poste - Cours Dr Gervais;43170;35 600 000 020 801;TRUE;2;2;5;;;;;;3;2;;;
859;Service Social Personnes Agées Antenne EAUX CLAIRES;TRUE;38185;ESPACE PERSONNES AGEES EAUX CLAIRES 31-35 rue Joseph Bouchayer;38100;26 381 006 101 038;FALSE;5;6;89;24;4;13;5;;16;18;;15;22
860;service d'accompagnement vers l'emploi;TRUE;38425;Place charles de Gaulle;38550;20 008 575 100 010;FALSE;1;;;;;;;;;;;;
861;IZERNORE;TRUE;01192;551 GRANDE RUE;01580;35 600 000 057 077;FALSE;2;;;;;;;;;;;;
862;Espace Public Numérique et de Vie Sociale Eustache;TRUE;26198;3 PL LEOPOLD BLANC;26200;79 214 594 800 024;FALSE;3;1;4;;;;;;;;4;;
863;france services vorey-sur-arzon;TRUE;43126;9003 PL DE LA MAIRIE;43800;35 600 000 022 214;TRUE;5;;;;;;;;;;;;
864;France Services MONTFAUCON-EN-VELAY;TRUE;43141;2 AVENUE DES CEVENNES;43290;35 600 000 019 321;TRUE;2;;;;;;;;;;;;
865;La Poste - Maison France services Fay sur Lignon;TRUE;43092;PL DE LA CROIX;43430;35 600 000 017 882;TRUE;1;;;;;;;;;;;;
866;Pôle Insertion ESSOMES SUR MARNE;TRUE;02290;45 rue ROOSEVELT;02400;77 568 030 902 096;FALSE;5;;;;;;;;;;;;
867;Espace Public Numérique de la ville de Ronchin;TRUE;59507;Place du Général de Gaulle 59790 Ronchin;59790;21 590 507 600 018;FALSE;2;;;;;;;;;;;;
868;Point Information Jeunesse ville de Seclin;TRUE;59560;5 Allée de la vinaigrerie;59113;21 590 560 500 014;FALSE;3;2;64;12;6;22;6;6;6;12;6;8;7
870;Cyber Espaces Mont à Camp;TRUE;59350;343 Avenue de Dunkerque - LILLE;59160;21 590 355 000 014;FALSE;2;2;29;;;18;;;8;8;;3;3
871;Conseil départemental de la Creuse;TRUE;23096;4 PL LOUIS LACROCQ;23000;22 230 962 700 016;FALSE;9;;;;;;;;;;;;
872;Médiathèque L'Albatros;TRUE;59017;5 rue Paul Pouchain, ARMENTIERES;59280;21 590 017 600 011;FALSE;4;;;;;;;;;;;;
873;MAISON DE SERVICES AU PUBLIC COMMUNAUTE DE COMMUNES DE LA VALLEE D'OSSAU;TRUE;64320;1 AV DES PYRENEES;64440;24 640 033 700 142;FALSE;3;;;;;;;;;;;;
874;Mairie de SAINT-ORADOUX-DE-CHIROUZE;TRUE;23067;Allée de la Paix;23100;21 232 240 800 015;FALSE;0;;;;;;;;;;;;
875;CCAS LA SOUTERRAINE;TRUE;23219;1 RUE DE L HERMITAGE;23300;26 231 762 100 049;FALSE;2;;;;;;;;;;;;
876;préfecture de la creuse;TRUE;23096;PL DE LA PREFECTURE;23000;17 230 001 400 013;FALSE;1;;;;;;;;;;;;
877;Maison France-services ALATA;TRUE;2A006;Pôle socioculturel de Trova Alata;20167;21 200 006 100 011;FALSE;4;101;1 337;373;7;90;41;48;285;421;289;251;69
878;Bureau de poste de ventiseri;TRUE;2B342;5733 TRAVO;20240;35 600 000 013 246;FALSE;3;14;36;4;;;;;18;6;7;2;
879;Département de la Charente-Maritime - DT RAHS - Royan;TRUE;17347;55 bd Franck Lamy;17400;22 170 001 600 738;FALSE;22;67;1 203;286;45;244;106;51;166;296;98;245;203
880;Centre Communal d'Action Sociale CASTEL JALOUX;TRUE;47052;PL DE LA REPUBLIQUE;47700;26 470 041 000 014;FALSE;2;;;;;;;;;;;;
881;Pimms Médiation d'Ambazac;TRUE;87002;1 RUE ANTOINE LAVOISIER;87240;44 150 226 700 020;FALSE;6;;;;;;;;;;;;
882;VARLIN PONT NEUF;TRUE;87085;32 RUE DE FONTBONNE;87000;77 805 921 200 028;FALSE;8;;;;;;;;;;;;
883;Saint Fiacre;TRUE;17415;1 RUE DES FOUGERES;17100;41 907 612 000 031;FALSE;6;;;;;;;;;;;;
884;France Services ESPELETTE;TRUE;64445;26 AV DES LILAS;64000;35 600 000 030 152;TRUE;2;3;16;;;;;;7;;10;;
885;Pôle de proximité de services de COUCHES;TRUE;71149;rue des grand bois, 71 490 COUCHES;71490;20 007 053 000 015;FALSE;2;;;;;;;;;;;;
886;France Services Baume les Dames - Doubs Baumois;TRUE;25047;3 Place de la Republique;25110;21 250 047 400 011;TRUE;2;1;11;3;;2;2;2;2;2;2;2;2
887;France Service Vermenton;TRUE;89441;9 RUE JEAN JAURES;89270;20 006 708 000 081;TRUE;1;;;;;;;;;;;;
888;Espace France Services du Pays de Maiche;TRUE;25091;24 RUE DE MONTALEMBERT;25120;20 002 307 500 019;TRUE;3;27;297;35;16;54;35;15;46;52;49;89;31
889;France Services Les Vallées de la Vanne;TRUE;89261;5 RTE DU MIROIR;89190;20 005 962 400 011;TRUE;2;;;;;;;;;;;;
890;France Services La Couronne;TRUE;16113;26 rue de la Libération;16400;35 600 000 061 437;TRUE;4;8;90;8;3;5;;;12;43;17;23;5
891;Centre Intercommunal d'Action Sociale Aunis Atlantique;TRUE;17218;113 RTE DE LA ROCHELLE;17230;20 007 470 600 017;FALSE;4;1;2;;;;;;;;;;2
892;Maison France Service Mirambeau;TRUE;17236;109 AV DE LA REPUBLIQUE;17150;35 600 000 068 665;FALSE;2;3;6;;;;;;;;6;;
893;CCAS de LONS;TRUE;64348;13 RUE DE LA MAIRIE;64140;26 640 332 800 013;FALSE;4;1;3;3;;;;;;;;;
894;FRANCE SERVICES CHAMPIGNELLES;TRUE;89462;5 ARSENE DUGUYOT;89350;21 890 073 600 016;TRUE;2;13;292;69;;76;9;;48;79;72;33;48
895;FRANCE SERVICES DE POUILLY SUR LOIRE;TRUE;58215;32 RUE WALDECK ROUSSEAU;58150;35 600 000 026 963;TRUE;2;50;417;61;4;59;17;8;74;141;85;91;32
896;CENTRE SOCIAL DU PRIEURE ST MARTIN;TRUE;71014;PL DU CHAMP DE MARS;71400;21 710 014 800 014;FALSE;7;;;;;;;;;;;;
897;Pôle Famille Enfance;TRUE;86194;6 PL SAINTE CROIX;86000;78 156 665 800 105;FALSE;24;2;24;3;;7;2;;9;6;3;;
898;Espace France Services de Saint Féréole;FALSE;19202;6 RUE DU 14 JUILLET;19270;21 192 020 200 010;TRUE;1;;;;;;;;;;;;
899;Centre Communal d'Action Sociale / France Services Airvault;TRUE;79005;16 T RUE EMMANUEL BONNET;79600;20 008 581 900 015;TRUE;4;149;825;162;28;143;72;30;231;193;281;82;123
900;Centre Social La Haüt;TRUE;64422;25 place St Pierre;64400;32 526 790 400 010;FALSE;5;;;;;;;;;;;;
901;CCAS DE PAUILLAC;TRUE;33314;1 QUAI ANTOINE FERCHAUD;33250;26 330 309 100 015;FALSE;2;8;93;23;3;23;6;7;14;17;6;17;11
903;Commune de Gergy;TRUE;71215;41 GRAND RUE;71590;21 710 215 100 016;FALSE;3;13;61;21;3;3;3;3;13;11;3;7;9
904;bletterans;TRUE;39056;3 place orion;39140;35 600 000 024 000;FALSE;2;;;;;;;;;;;;
905;CCAS;TRUE;25580;PL EMILE PEUGEOT;25700;26 250 641 300 018;FALSE;0;;;;;;;;;;;;
906;EPICERIE SOCIALE ET SOLIDAIRE LE COUP D'POUCE;TRUE;87064;2 PLACE DU CHAPITRE;87120;26 870 641 300 013;FALSE;1;;;;;;;;;;;;
907;France Services Amancey;TRUE;25359;13 rue du four;25330;20 006 807 000 016;TRUE;2;5;51;2;2;6;2;2;16;8;24;2;8
908;France Services - Espace Socio Culturel du Val du Sauzay;TRUE;58304;7 RUE NICOLAS COLBERT;58210;31 817 601 300 023;TRUE;2;18;88;8;;16;8;;30;22;32;14;10
909;MAIRIE D'AVANNE-AVENEY;TRUE;25036;9 RUE DE L EGLISE;25720;21 250 036 700 017;FALSE;2;2;6;;;;;;6;;;;
910;France Services Chaussin;TRUE;39415;3 Place du collège;39120;40 288 464 700 189;TRUE;2;;;;;;;;;;;;
911;COMMUNE DE LANDRESSE;TRUE;25601;PL PERGAUD;25530;21 250 325 400 014;FALSE;0;;;;;;;;;;;;
912;Olympe de Gouges;TRUE;39198;219 rue du Maréchal Leclerc;39100;21 390 198 600 017;FALSE;2;15;228;39;34;36;33;32;32;42;59;32;33
913;OUVERTURE RECONTRES EVOLUTION;TRUE;21515;3 ALL DES JARDINS;21800;41 883 205 100 035;FALSE;4;;;;;;;;;;;;
914;ACCUEIL SOCIAL TAMPON;TRUE;97422;256 RUE HUBERT DELISLE;97430;26 974 022 100 016;FALSE;14;1 568;16 208;439;192;4 421;14;225;3 404;5 481;1 430;5 067;3 876
915;MAISON FRANCE SERVICE DE SAINT PIERRE;TRUE;97416;SITE DU DOMAINE VIDOT- MONT VERT LES HAUTS;97410;21 974 016 400 013;FALSE;3;461;9 713;2 362;1 376;1 445;1 383;1 380;1 390;1 705;1 386;2 265;1 391
916;Cyberbase de Saint Louis;TRUE;97414;41 rue bois de Prune;97450;24 974 007 700 048;FALSE;6;573;11 128;2 754;1 306;1 982;1 723;1 711;1 751;1 933;1 744;1 957;1 783
917;PLIE de Limoges Métropole;TRUE;87085;19 RUE BERNARD PALISSY;87000;24 871 931 200 162;FALSE;15;;;;;;;;;;;;
918;Artis Multimedia;TRUE;93066;5 RUE JEAN JAURES;93200;48 220 129 000 038;FALSE;4;;;;;;;;;;;;
919;EPN de Draveil;TRUE;91201;122 Boulevard du Général de Gaulle;91210;20 005 847 700 015;FALSE;3;5;10;;;;;;4;4;2;;
920;PROGRAMME DE REUSSITE EDUCATIVE CAISSE DES ECOLES DE SAINT DENIS;TRUE;97411;18 RUE DE LA GARE;97490;26 974 035 300 066;FALSE;11;;;;;;;;;;;;
922;CPH - lab Fraternel;TRUE;77051;33 Avenue De La Liberation;77480;81 334 851 300 033;FALSE;10;;;;;;;;;;;;
923;France Services de Liffré;TRUE;35152;Rue de Fougères;35340;24 350 077 400 043;TRUE;2;;;;;;;;;;;;
925;service social CCAS SAINT-AVE;TRUE;56206;PL DE L HOTEL DE VILLE;56890;26 560 163 300 059;FALSE;2;;;;;;;;;;;;
927;Médiathèque de Mouans-sartoux;TRUE;06084;201 Avenue de Cannes;06370;21 060 084 700 011;FALSE;2;21;95;;;;;;59;27;5;4;
928;ESF SERVICES;TRUE;13213;6 RUE ANDRE ISAIA;13013;34 240 045 400 050;FALSE;21;;;;;;;;;;;;
929;Mairie de Peymeinade;TRUE;06095;11 BD GAL DE GAULE;06530;21 060 095 300 017;FALSE;3;4;13;;;;;;10;;3;;
930;CCAS Peymeinade;TRUE;06095;11 BD GENERAL  DE GAULLE;06530;21 060 095 300 017;FALSE;2;;;;;;;;;;;;
931;France Services Banon;TRUE;57490;5261 PL DE LA REPUBLIQUE;4150;35 600 000 057 086;TRUE;2;;;;;;;;;;;;
932;Commune de Berre l'Etang;TRUE;13014;PL JEAN MOULIN;13130;21 130 014 000 012;FALSE;32;102;1 603;294;160;240;170;157;245;491;172;406;247
934;MFS MORMOIRON;TRUE;84070;2 place de la poste;84570;35 600 000 000 048;FALSE;5;;;;;;;;;;;;
935;CCAS PORT-SAINT-LOUIS-DU-RHONE;TRUE;13078;AV DU PORT;13230;26 130 164 200 011;FALSE;6;;;;;;;;;;;;
936;France Services Barcelonnette;TRUE;57490;4 AV DES TROIS FRERES ARNAUD;4400;20 007 230 400 013;TRUE;4;34;351;3;;18;;;6;51;50;237;7
937;Centre Communal d'Action Sociale de Dammarie-les-Lys;TRUE;77152;593 RUE DU BAS MOULIN;77190;26 770 107 600 023;FALSE;9;;;;;;;;;;;;
939;CIAS Carnelle Pays de France: bus itinérant France Service;TRUE;95026;5 rue de La Fontaine;95270;20 008 900 100 016;FALSE;0;;;;;;;;;;;;
941;CCAS de Créteil - Service des Prestations sociales;TRUE;94028;PL SALVADOR ALLENDE;94000;26 940 132 900 017;FALSE;14;18;101;25;;18;2;;28;35;4;22;24
942;Couesnon Marches de Bretagne;TRUE;35164;Pôle Social et Solidaire - rue de Fougères;35560;20 007 068 800 011;FALSE;3;2;4;;;;;;2;;;2;
943;Liffré Cormier communauté Point Accueil emploi;TRUE;35152;24 RUE LA FONTAINE;35340;24 350 077 400 043;FALSE;4;;;;;;;;;;;;
944;Centre social et culturel d'Arpajon/Cère;TRUE;15012;15 AVENUE DU GENERAL LECLERC;15130;32 810 988 900 035;FALSE;3;;;;;;;;;;;;
945;Mairie de Ydes;TRUE;15111;10 Place Georges Pompidou;15210;21 150 265 300 010;FALSE;3;;;;;;;;;;;;
946;Maison des Services Au Public Riom-ès-Montagnes;TRUE;15162;Place de la Gare;15400;24 150 025 500 013;FALSE;4;;;;;;;;;;;;
947;CIAS DU PAYS DE MARTIGUES - Pôle Social de Port de Bouc;TRUE;13077;30 RUE CHARLES NEDELEC;13110;20 003 810 700 013;FALSE;8;3;19;4;;4;;;2;8;;6;6
949;Espace Autonomie Santé Centre Bretagne;TRUE;56178;1-3 QUAI DES RECOLLETS;56300;48 327 524 400 034;FALSE;11;;;;;;;;;;;;
950;LIGUE DE L'ENSEIGNEMENT DE L'ALLIER;TRUE;57490;42 RUE DU PROGRES;3000;77 904 088 000 022;FALSE;0;;;;;;;;;;;;
951;CCAS DE PORT DE BOUC;TRUE;13077;30 RUE CHARLES NEDELEC;13110;26 130 162 600 014;FALSE;0;;;;;;;;;;;;
952;AFR POUIILY SOUS CHARLIEU;TRUE;42177;15 RUE DU 19 MARS 1962;42720;40 946 234 800 015;FALSE;3;;;;;;;;;;;;
953;Itinérance France services Leff armor communauté;TRUE;22121;MOULIN DE BLANCHARDEAU;22290;20 006 908 600 011;TRUE;3;1;5;;;;;;;;;5;
954;Centre Social et d'Animation du Biollay;TRUE;73065;119 PL RENE VAIR;73000;38 404 483 000 022;FALSE;5;;;;;;;;;;;;
955;Mairie Gouarec;TRUE;22064;5 RUE DE L'EGLISE;22570;21 220 064 600 058;FALSE;1;;;;;;;;;;;;
956;Cybercommune Elven;TRUE;56247;PL DE VERDUN;56250;21 560 053 700 017;FALSE;2;;;;;;;;;;;;
958;Centre Médico Psychologique de Rostrenen;TRUE;22220;CMP 11 place du Porz Moelou;22210;40 094 447 600 029;FALSE;4;;;;;;;;;;;;
959;Mairie de quartier du Sierroz;TRUE;73008;38 rue du Docteur François Gaillard;73100;26 731 001 900 018;FALSE;3;2;15;;4;4;;;2;4;5;4;2
960;Association Les Genêts d'Or;TRUE;29019;7 RUE DU COMMANDANT DROGOU;29200;77 757 176 100 421;FALSE;3;1;9;;;3;;5;;3;;;
961;Cybercommune de Guerlédan;TRUE;22158;4 PLACE SAINTE SUZANNE;22530;20 006 554 800 014;FALSE;2;;;;;;;;;;;;
962;CCAS SERENT;TRUE;56244;15 RUE DU GENERAL DE KERHUE;56460;26 560 088 200 061;FALSE;1;;;;;;;;;;;;
963;Mairie de DUAULT;TRUE;22031;7 Rue du lavoir;22160;21 220 052 100 012;FALSE;1;;;;;;;;;;;;
964;Mairie de LA CHAPELLE NEUVE;TRUE;22031;1 Hent An Iliz 22160 La Chapelle-Neuve;22160;21 220 037 200 010;FALSE;1;;;;;;;;;;;;
965;Mairie de Pommerit Le Vicomte;TRUE;22070;8 PL DU CENTRE;22200;21 220 248 500 133;FALSE;2;;;;;;;;;;;;
966;COMMUNE DE QUISTINIC;TRUE;56188;11 RUE DE LA MAIRIE;56310;21 560 188 100 018;FALSE;2;;;;;;;;;;;;
967;MAIRIE DE MINIAC-MORVAN;TRUE;35179;PL DE LA MAIRIE;35540;21 350 179 400 019;FALSE;2;1;4;;;;;;2;;3;;
968;Médiathèque Germaine Tillion;TRUE;56206;1, Rue des droits de l'homme;56890;21 560 206 100 016;FALSE;2;;;;;;;;;;;;
969;FRANCE SERVICES Pléneuf Val André;TRUE;22186;1 rue Georges Le Breton;22370;21 220 186 700 018;TRUE;4;1;4;4;;;;;;;;;
970;AMESUD;TRUE;57490;1 RUE DE LA GARE;7260;34 772 748 900 036;FALSE;3;;;;;;;;;;;;
971;MIEUX VIVRE dans sa ville;TRUE;74081;25 RUE RAYMOND POINCARE;74300;42 062 982 600 025;FALSE;6;;;;;;;;;;;;
972;Maison de l'emploi Surgères;TRUE;17434;Square du château;17700;120 004 161 400 013;FALSE;5;174;2 192;221;5;291;19;5;165;661;355;675;43
973;ACIAH - Accessibilité Communcation Information Accompagnement du Handicap;TRUE;44036;3 Avenue de la Fraternité 44110 Châteaubriant;44110;82 440 366 100 013;FALSE;2;;;;;;;;;;;;
974;MON ASSISTANT NUMERIQUE NANTES NORD;TRUE;44026;2 CHE DES GAGNERIES;44470;51 026 140 700 025;FALSE;1;;;;;;;;;;;;
975;France Services Sud Estuaire;TRUE;44154;6 rue Jules Ferry;44250;24 440 058 600 065;TRUE;3;96;249;8;;24;;;78;4;85;65;2
